,WSR0,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR_PK,WSR_AV,T0,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,RH50,U50,V50,KI,TT,SLP,SLP_,Precp,Result
83,4.8,4.0,5.3,6.3,6.1,6.6,6.8,7.2,7.0,6.4,5.9,5.7,6.4,5.8,6.0,5.9,7.2,5.5,20.3,13.3,0.11,0.0,13.4,1573.5,6.4,0.17,2.35,9.73,3187.0,0.17,10.27,-5.22,-15.6,16.2,10230.0,25.0,0.0,0.0
84,5.7,6.1,5.1,5.2,5.8,5.6,5.1,3.7,4.8,5.5,5.0,4.6,4.4,3.9,3.8,4.0,7.2,5.1,20.2,13.9,0.36,-1.88,15.29,1542.0,7.3,0.05,4.5,15.49,3153.0,0.18,7.4,9.57,-14.0,28.7,10180.0,-50.0,0.0,0.0
85,2.5,3.0,3.4,3.7,3.8,4.1,4.3,4.2,4.3,4.7,4.3,4.2,3.0,2.9,3.4,3.1,4.7,3.4,21.6,12.5,0.88,7.6,12.81,1510.5,6.2,0.11,8.28,8.69,3115.5,0.07,19.42,8.19,0.7,43.4,10140.0,-40.0,0.0,0.0
86,4.2,3.9,4.3,5.1,5.6,6.5,6.8,6.3,6.8,6.1,5.3,4.6,4.2,4.0,4.2,4.9,6.8,4.8,22.2,13.6,0.61,-0.88,11.1,1508.0,10.4,0.1,4.65,7.62,3136.0,0.09,11.32,3.39,-3.4,41.5,10135.0,-5.0,0.0,0.0
87,5.3,4.9,5.9,6.2,7.9,7.3,6.8,7.0,6.8,6.5,6.3,6.6,6.8,6.5,6.3,6.0,7.9,5.9,21.4,14.2,0.65,-0.72,15.17,1496.5,11.3,0.02,2.28,10.79,3124.0,0.01,7.81,7.81,-17.7,38.2,10115.0,-20.0,0.0,0.0
88,3.2,2.0,2.1,3.0,4.6,4.3,5.1,4.6,4.2,3.7,3.5,2.5,2.0,1.0,0.1,0.1,5.1,2.7,22.4,15.4,0.77,6.82,20.52,1455.5,6.0,0.49,9.89,15.61,3076.0,0.12,19.72,18.04,25.3,46.9,10065.0,-50.0,0.18,0.0
89,0.1,0.1,0.7,1.9,2.3,0.8,1.0,2.4,3.7,4.2,4.2,3.8,3.0,2.0,1.4,0.8,4.2,1.4,10.9,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.0,0.0
90,0.4,1.4,1.7,1.8,2.0,1.9,1.8,0.4,1.4,1.0,1.9,1.7,1.7,0.7,0.8,0.3,2.0,1.1,12.1,13.2,0.52,3.37,5.48,1502.5,7.3,0.07,9.39,5.0,3117.5,0.05,21.79,5.24,-11.9,30.1,10135.0,-0.11994949494949494,0.0,0.0
91,1.1,3.8,3.9,4.9,4.7,4.7,4.9,4.6,5.4,5.1,5.2,5.0,3.3,2.6,1.7,1.4,5.4,3.3,18.7,14.3,0.72,5.02,7.67,1481.0,9.5,0.09,14.88,9.35,3105.5,0.02,25.08,11.0,0.5,44.1,10100.0,-35.0,0.0,0.0
92,1.4,3.0,3.1,3.4,3.0,2.8,2.5,2.8,3.0,2.9,2.8,3.0,2.1,1.6,0.1,0.2,3.4,2.2,15.4,12.9,0.23,6.3,-7.85,1482.5,8.1,0.1,17.65,-1.16,3098.5,0.12,24.01,2.14,-10.5,29.2,10120.0,20.0,0.0,0.0
93,0.4,2.9,3.6,3.4,2.6,2.1,1.4,2.3,2.6,2.9,3.1,3.1,2.8,2.4,2.0,1.3,3.6,2.2,12.4,11.4,0.13,2.84,-5.45,1482.5,6.1,0.14,12.49,-10.6,3095.0,0.1,20.91,-3.9,-15.9,19.4,10140.0,20.0,0.0,1.0
94,0.4,1.7,2.7,4.0,4.6,5.7,6.1,5.9,5.4,4.6,4.2,3.2,2.8,3.4,3.1,2.4,6.1,2.9,12.3,15.0,0.04,-0.73,2.19,1485.0,7.2,0.07,6.03,1.18,3104.0,0.05,20.77,-1.82,-34.8,9.4,10135.0,-5.0,0.0,0.0
95,0.4,2.3,2.2,3.4,3.7,3.2,2.2,1.4,2.1,0.6,1.0,1.8,3.9,3.4,3.0,2.5,3.9,2.1,19.8,13.8,0.72,5.33,7.45,1460.5,8.8,0.15,14.17,5.26,3080.5,0.39,32.64,10.28,9.25,43.95,10085.0,-50.0,0.0,0.0
96,2.5,1.8,0.4,1.8,3.5,4.7,4.9,5.1,6.5,5.8,6.2,5.3,4.6,3.4,2.9,2.4,6.5,3.3,20.0,19.5,0.02,3.59,7.7,1457.0,8.3,0.02,13.01,5.66,3087.5,0.03,27.4,13.71,-44.3,13.4,10060.0,-25.0,0.0,0.0
97,2.3,2.1,3.1,3.8,4.8,4.8,4.5,3.9,3.9,4.6,4.5,4.5,2.2,0.4,0.4,0.2,4.8,2.3,17.7,12.4,0.4,10.65,-8.93,1466.0,6.3,0.13,25.39,0.88,3071.0,0.07,9.872418244406196,0.8301161790017213,-10.5,30.7,10090.0,30.0,0.0,0.0
98,0.1,1.3,2.3,2.4,2.9,2.9,2.8,3.2,3.5,3.0,3.0,2.8,1.6,0.7,0.1,0.1,3.5,1.6,12.3,9.9,0.2,6.48,-12.56,1520.5,1.5,0.07,15.06,-15.37,3105.5,0.12,31.64,-5.24,-16.9,25.9,10175.0,85.0,0.0,0.0
99,0.0,1.4,2.6,3.8,4.3,3.7,4.2,4.2,4.5,4.9,4.4,4.6,4.0,2.9,3.2,2.9,4.9,2.6,13.1,10.3,0.28,2.55,-8.85,1561.0,1.15,0.16,5.64,-14.05,3144.0,0.15,17.27,-12.27,-12.6,24.2,10220.0,45.0,0.0,1.0
100,2.5,3.6,5.8,6.2,6.2,6.0,6.3,6.7,6.2,6.5,6.1,5.1,5.1,4.6,4.6,4.6,6.7,4.5,16.7,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.0,0.0
101,5.5,3.1,2.2,3.1,3.3,2.7,2.5,3.4,3.4,3.8,3.0,1.9,1.4,1.7,1.9,1.7,5.5,2.9,20.2,11.9,0.49,4.5,14.49,1503.5,9.3,0.19,8.13,4.57,3125.0,0.09,19.88,-0.33,-18.55,22.35,10150.0,-0.11994949494949494,0.0,0.0
102,1.6,1.7,2.3,2.8,3.1,2.9,3.5,3.4,3.8,4.4,4.2,3.8,3.5,2.5,2.5,2.8,4.4,2.8,21.7,12.4,0.97,5.88,8.36,1502.0,7.0,0.31,11.73,-0.71,3113.5,0.22,19.97,5.15,9.1,46.9,10130.0,-20.0,0.0,0.0
103,3.0,3.3,3.4,3.4,3.2,3.0,3.8,3.9,4.1,3.9,3.4,3.5,3.4,2.7,1.5,2.4,4.1,3.2,22.8,14.6,0.55,1.06,10.15,1479.5,8.2,0.06,7.38,3.72,3106.5,0.05,23.22,-2.06,-7.6,37.6,10100.0,-30.0,0.0,0.0
104,3.2,0.8,1.6,0.9,2.5,4.0,4.8,3.9,4.0,4.0,3.8,3.4,3.2,2.4,3.6,3.7,4.8,3.0,23.3,18.4,0.36,5.76,12.57,1444.5,10.6,0.06,15.62,12.55,3088.0,0.34,26.33,12.97,-9.9,36.9,10045.0,-55.0,0.0,0.0
105,2.5,3.7,3.6,3.7,3.9,3.8,3.9,3.8,3.7,2.9,3.4,3.8,3.3,3.3,3.3,2.6,4.9,3.6,19.1,17.1,0.58,1.93,-0.81,1480.5,10.0,0.21,15.03,11.39,3115.0,0.9,23.82,18.43,14.2,45.9,10090.0,45.0,0.1,0.0
106,3.4,2.2,2.2,1.7,2.0,1.2,1.8,1.4,3.0,2.5,2.7,2.2,1.9,1.8,1.3,1.3,3.4,2.1,13.2,13.4,0.78,1.65,-0.95,1495.5,5.2,0.58,9.96,11.41,3110.0,0.61,18.1,28.39,26.15,45.0,10135.0,45.0,0.86,0.0
107,2.1,2.3,1.8,2.0,2.2,2.9,3.4,3.7,3.1,3.2,3.0,2.8,1.9,1.4,1.4,1.3,3.7,2.1,14.0,8.4,0.56,7.64,-4.96,1483.0,0.55,0.49,10.19,4.07,3071.0,0.45,25.59,12.26,-5.7,26.5,10145.0,10.0,0.0,0.0
108,1.8,0.7,0.9,2.0,3.0,3.0,2.8,3.0,2.7,3.1,2.8,2.6,2.4,2.0,1.8,1.1,3.1,1.6,15.1,7.0,0.53,-2.29,-5.44,1520.5,0.05,0.16,5.23,-5.64,3096.0,0.31,20.36,2.61,-3.5,30.6,10180.0,35.0,0.0,1.0
109,0.3,3.7,4.2,4.8,4.1,4.3,4.8,4.4,5.1,4.9,4.2,4.2,2.8,1.4,1.4,1.4,5.1,2.9,14.1,7.8,0.62,-0.78,-5.09,1533.5,0.65,0.41,8.61,-2.21,3109.5,0.54,19.24,-2.33,9.2,39.8,10190.0,10.0,0.0,0.0
110,0.7,1.6,2.0,2.2,3.2,3.7,3.6,3.8,4.1,4.1,4.0,3.5,2.0,0.3,0.2,0.2,4.1,1.8,12.2,5.8,0.54,3.75,-9.05,1535.0,-2.8,0.29,12.24,-12.69,3100.0,0.14,31.95,-14.9,6.25,37.85,10205.0,15.0,0.0,0.0
111,0.5,0.8,1.2,1.3,2.2,2.8,3.4,3.0,3.4,2.5,2.6,2.0,1.0,1.8,1.6,1.8,3.4,1.5,11.7,6.3,0.43,3.18,-6.76,1535.0,-4.1,0.14,11.12,-11.93,3090.5,0.14,16.78,-17.99,-2.4,37.6,10195.0,-10.0,0.0,1.0
112,3.1,4.5,5.5,5.5,5.2,5.1,5.5,5.5,5.5,5.5,5.1,4.9,4.9,3.8,3.8,3.0,5.5,4.2,19.0,11.6,0.58,1.72,5.03,1520.0,5.3,0.27,-2.86,-2.78,3128.5,0.13,9.22,-5.96,7.1,35.4,10165.0,-25.0,0.0,1.0
113,3.7,4.0,4.2,3.9,3.6,4.1,3.8,4.3,4.4,3.9,3.7,4.1,4.1,3.6,4.6,3.2,5.0,3.8,20.2,11.8,0.31,2.8,12.27,1491.5,8.7,0.31,9.65,7.23,3119.5,0.18,17.22,0.76,0.0,24.4,10130.0,-35.0,0.0,0.0
114,2.5,1.7,2.1,2.5,2.6,2.0,2.4,2.1,3.4,3.4,2.2,2.5,2.5,3.5,2.6,3.0,3.5,2.3,22.4,14.7,0.65,4.77,10.65,1492.0,5.3,0.64,8.33,8.27,3110.0,0.02,18.8,12.29,26.9,46.45,10110.0,-20.0,2.06,0.0
115,1.6,2.8,3.2,3.1,3.9,2.9,3.3,3.8,4.4,3.3,3.0,2.7,2.1,2.4,2.8,2.2,4.4,2.5,16.7,13.6,0.97,4.06,5.06,1497.0,4.9,0.45,9.71,14.14,3111.0,0.18,17.55,10.05,26.15,51.55,10120.0,10.0,0.05,0.0
116,1.7,3.3,3.4,3.8,4.3,3.6,3.1,3.7,4.0,3.3,3.2,3.2,2.1,1.2,0.1,0.0,4.3,2.5,15.7,11.2,0.96,-2.14,0.55,1519.5,3.2,0.97,5.26,4.88,3123.0,0.45,13.65,13.9,34.3,47.8,10155.0,35.0,0.0,0.0
117,0.0,1.9,1.3,0.4,1.1,0.5,1.2,1.3,2.3,2.6,3.3,2.8,1.3,2.8,3.0,3.1,3.3,1.6,13.6,12.4,0.49,4.65,-2.21,1507.0,3.1,0.43,6.94,0.18,3110.0,0.22,17.14,5.87,16.4,43.5,10145.0,-10.0,0.0,1.0
118,3.4,2.9,3.5,4.1,3.8,4.6,5.0,4.7,4.8,4.2,3.0,2.1,1.7,1.1,1.8,0.8,5.0,2.6,18.8,14.3,0.4,11.93,-1.48,1494.5,1.1,0.49,11.84,-4.31,3096.0,0.21,16.17,-1.06,18.05,48.5,10115.0,-30.0,0.0,1.0
119,0.0,1.9,2.9,2.6,2.4,2.3,2.8,2.1,3.0,5.1,4.2,3.6,3.4,2.8,2.9,2.3,5.1,2.3,18.5,15.6,0.58,8.58,-3.36,1487.0,4.1,0.38,12.99,-5.14,3101.5,0.16,12.88,-8.88,26.2,55.7,10095.0,-20.0,0.0,0.0
120,3.7,2.0,2.2,2.0,2.2,2.1,2.2,1.6,1.1,1.1,2.2,2.6,2.5,1.9,1.6,0.2,3.7,1.8,21.6,16.7,0.4,9.67,2.95,1498.5,4.6,0.56,16.55,-5.43,3117.5,0.58,16.84,-13.64,27.25,51.0,10100.0,5.0,0.0,1.0
121,0.3,2.1,3.2,3.8,3.8,3.8,3.2,3.0,3.0,3.8,4.2,4.2,3.0,2.8,2.7,2.1,4.2,2.5,22.4,14.5,0.81,5.16,-4.71,1491.0,6.2,0.52,13.66,-3.92,3116.5,0.55,20.3,-7.39,31.8,55.9,10105.0,5.0,0.0,1.0
122,0.6,2.6,3.1,3.2,3.0,3.6,3.5,3.0,3.6,3.0,2.8,3.1,2.9,2.5,2.4,1.9,3.6,2.5,20.8,17.9,0.25,2.1364868309260827,1.662463891248938,1488.5,6.3,0.27,6.53,-2.31,3114.5,0.13,18.53,-12.07,10.0,39.7,10100.0,-5.0,0.0,0.0
123,2.9,0.7,1.2,2.3,2.7,2.5,2.9,2.8,2.0,1.9,2.4,3.4,2.9,3.1,3.4,2.3,3.4,2.3,23.2,17.5,0.74,3.7,6.76,1483.0,8.3,0.45,10.15,3.93,3122.0,0.06,20.64,-9.6,27.75,49.15,10085.0,-15.0,0.0,0.0
124,2.1,3.2,3.2,2.8,2.4,2.1,1.6,1.4,0.9,0.9,1.2,2.6,2.1,1.9,1.6,1.4,3.2,2.0,22.2,23.4,0.28,7.63,3.7,1478.5,11.0,0.2,11.77,-4.66,3133.5,0.18,21.59,-6.76,0.9,37.5,10065.0,-20.0,0.0,1.0
125,1.4,2.4,3.5,4.5,4.4,4.7,5.3,5.6,6.2,6.0,5.9,5.9,5.2,5.1,4.2,3.0,6.2,3.6,23.1,22.9,0.23,2.1364868309260827,1.662463891248938,1484.5,12.2,0.16,16.12,1.32,3140.0,0.15,25.0,-2.28,-5.5,34.2,10065.0,0.0,0.0,1.0
126,3.0,0.9,1.8,2.7,3.6,3.5,3.5,4.2,4.6,5.0,4.2,3.5,2.0,0.0,0.4,0.1,5.0,2.4,24.3,22.4,0.24,4.44,10.42,1470.5,12.1,0.22,14.91,13.74,3127.0,0.49,22.17,9.04,10.4,41.0,10045.0,-20.0,0.0,0.0
127,2.3,3.5,3.8,3.4,3.5,3.4,3.4,4.4,4.2,3.9,3.4,2.5,2.0,1.4,0.7,0.1,4.4,2.5,23.0,18.5,0.41,13.68,-6.5,1468.0,10.9,0.14,17.88,-0.63,3110.5,0.13,28.99,4.26,4.0,35.5,10065.0,20.0,0.0,1.0
128,1.3,2.0,2.3,3.6,3.5,4.0,3.8,4.2,4.3,3.8,3.5,3.2,2.9,2.3,2.4,1.7,4.3,2.3,21.3,15.9,0.45,2.82,-7.75,1499.0,8.5,0.15,10.34,-13.41,3129.0,0.14,24.08,-6.15,3.6,36.4,10110.0,45.0,0.0,1.0
129,0.8,2.7,4.0,4.2,4.3,4.0,3.7,4.1,4.4,4.9,4.5,4.3,3.6,2.5,2.6,2.0,4.9,2.9,20.4,20.4,0.23,1.18,3.55,1492.5,9.2,0.21,4.13,0.3,3131.0,0.21,20.14,-4.56,8.3,37.8,10095.0,-15.0,0.0,1.0
130,1.9,2.3,3.0,3.4,3.4,3.5,4.1,3.7,3.7,4.2,4.3,4.2,3.8,3.8,4.2,3.7,4.3,3.0,22.1,20.4,0.18,-1.6,7.27,1508.0,11.8,0.25,2.56,3.03,3157.5,0.19,17.45,0.0,6.6,34.9,10110.0,15.0,0.0,0.0
131,4.8,2.9,2.8,3.2,4.1,4.2,4.2,4.5,4.5,4.6,4.8,4.7,4.6,3.8,4.3,3.9,5.2,4.0,25.7,19.9,0.44,3.22,11.05,1537.0,14.4,0.02,5.97,7.67,3189.5,0.08,10.09,-1.78,-13.5,43.2,10140.0,30.0,0.0,0.0
132,4.1,3.4,3.0,2.3,3.0,3.7,3.6,3.0,2.8,3.1,3.0,3.9,3.8,3.3,2.5,1.8,4.1,3.1,24.7,22.6,0.37,0.0,10.55,1555.0,13.3,0.18,3.36,6.8,3213.5,0.43,7.62,3.55,1.6,39.5,10150.0,10.0,0.0,0.0
133,1.6,1.3,1.7,1.5,2.0,2.1,2.2,2.7,3.4,3.7,3.7,3.1,3.1,2.2,1.6,1.0,3.7,1.8,25.0,18.6,0.51,5.85,8.01,1573.0,12.1,0.12,5.94,4.49,3224.0,0.33,7.59,5.82,-0.7,42.1,10180.0,30.0,0.0,0.0
134,0.6,0.7,2.4,1.3,1.5,2.1,2.1,2.4,2.9,2.6,2.5,2.5,2.5,2.5,2.3,1.7,2.9,1.6,21.5,18.7,0.16,6.18,-0.54,1587.0,12.5,0.21,4.77,-1.72,3231.5,0.62,4.71,-2.06,-13.2,27.2,10200.0,20.0,0.0,1.0
135,0.0,0.6,1.3,1.7,1.5,1.6,2.6,2.4,2.4,2.9,3.2,3.3,3.2,2.4,1.8,1.7,3.3,1.5,21.1,19.0,0.2,2.14,-1.8,1583.0,12.1,0.22,2.28,-1.76,3232.0,0.59,5.38,-2.8,5.7,36.4,10190.0,-10.0,0.0,1.0
136,0.3,1.5,1.2,1.3,1.4,1.9,3.0,2.9,3.0,3.1,3.5,3.6,3.0,2.1,1.6,1.8,3.6,1.6,19.9,20.2,0.27,-1.68,0.12,1578.5,11.0,0.19,2.56,-2.28,3229.0,0.58,7.79,-7.6,8.3,41.7,10180.0,-10.0,0.0,1.0
137,0.6,0.7,3.0,2.5,2.1,2.1,2.7,3.0,3.1,3.1,4.0,4.6,3.9,3.7,2.9,2.0,4.6,2.1,22.3,21.0,0.28,-1.87,2.85,1578.0,11.3,0.25,1.0,-2.67,3231.0,0.4,2.46,-9.18,14.1,42.2,10180.0,0.0,0.0,1.0
138,1.0,3.8,4.0,3.3,2.7,2.8,2.6,2.5,2.7,3.1,3.1,3.6,3.9,3.9,3.4,3.2,4.0,2.8,23.3,23.2,0.38,4.31,2.21,1564.5,12.2,0.39,5.57,-4.83,3228.5,0.53,6.35,-7.94,25.1,48.8,10165.0,-15.0,0.0,0.0
139,2.6,3.0,3.7,3.2,3.4,3.7,4.0,3.8,3.6,3.8,3.6,4.3,4.1,3.8,3.5,3.0,4.3,3.3,23.5,23.4,0.31,3.15,3.75,1536.5,12.1,0.31,2.97,-2.24,3198.0,0.74,5.48,-4.88,22.7,48.6,10135.0,-30.0,0.0,0.0
140,3.0,2.5,2.5,3.1,3.1,4.0,3.8,2.6,3.4,3.4,3.4,2.8,3.1,2.9,2.0,1.5,4.0,2.8,23.9,23.8,0.26,0.43,10.53,1528.0,12.7,0.29,4.02,3.6,3192.0,0.49,4.76,-1.16,18.3,43.5,10125.0,-10.0,0.0,0.0
141,3.2,3.0,3.1,2.9,3.2,2.6,2.2,3.4,3.3,3.1,3.8,3.9,3.4,3.4,3.0,3.2,3.9,3.1,24.7,21.0,0.22,4.56,6.51,1532.0,12.7,0.28,1.57,3.78,3195.0,0.49,7.19,4.47,9.6,34.7,10130.0,5.0,0.0,0.0
142,3.5,2.5,2.9,3.1,3.1,3.2,3.8,4.7,4.7,3.6,3.7,3.0,2.5,3.0,2.7,2.1,4.7,2.9,25.0,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.0,0.0
143,2.6,2.1,1.4,2.1,2.8,2.3,2.2,3.0,3.9,4.5,3.6,3.8,3.8,3.3,3.0,2.3,4.5,2.7,24.5,18.0,0.66,-1.66,3.45,1534.5,10.2,0.18,1.18,2.17,3167.0,0.58,7.69,7.72,15.3,45.1,10135.0,-0.11994949494949494,0.0,0.0
144,2.9,1.6,0.6,4.4,4.1,4.1,4.1,3.0,3.4,3.2,2.5,2.2,2.5,3.2,2.8,2.1,4.4,2.5,25.3,16.7,0.7,-0.27,1.53,1529.5,11.1,0.28,-0.59,-0.02,3165.0,0.71,10.3,2.32,21.15,48.45,10130.0,-5.0,0.1,0.0
145,1.1,1.0,1.3,0.4,0.4,0.7,1.3,1.1,1.5,3.2,4.8,4.0,3.3,2.7,2.4,1.7,4.8,1.5,24.2,18.3,0.55,-1.3,1.61,1540.0,11.2,0.26,1.51,2.05,3185.5,0.44,10.0,3.33,16.45,44.25,10135.0,5.0,0.0,0.0
146,1.5,2.5,2.2,1.4,2.0,1.6,0.8,0.5,0.9,0.9,1.0,2.8,2.7,3.1,2.8,1.0,3.1,1.5,25.2,18.7,0.74,-1.12,1.37,1549.5,9.9,0.26,0.81,-1.56,3188.0,0.19,3.57,-2.0,22.95,49.35,10140.0,5.0,0.0,1.0
147,0.1,2.3,2.5,2.6,2.3,1.6,2.1,1.4,1.3,1.4,1.7,2.5,2.5,2.2,2.6,2.4,2.6,1.7,25.0,18.4,0.91,-1.42,-3.07,1547.0,10.4,0.25,-6.36,-6.96,3188.0,0.15,-1.7,-9.61,23.35,49.45,10135.0,-5.0,0.0,0.0
148,1.2,3.8,3.4,3.0,3.4,2.9,2.7,2.1,1.4,1.8,1.9,0.9,3.6,4.1,2.9,2.2,4.1,2.3,26.4,19.3,0.83,-1.74,-1.74,1542.5,10.6,0.13,-5.25,-5.54,3187.5,0.09,-2.65,-9.65,7.2,44.9,10125.0,-10.0,0.0,0.0
149,2.1,3.7,3.7,3.4,3.2,3.2,2.7,2.5,2.7,2.6,2.5,2.3,2.9,3.9,3.0,3.7,3.9,2.5,25.6,21.2,0.4,0.88,1.79,1549.5,11.8,0.15,-3.99,-5.31,3200.5,0.04,2.21,-5.34,5.4,32.4,10130.0,5.0,0.0,0.0
150,2.7,3.6,4.5,4.5,4.0,4.3,4.7,4.3,3.8,3.8,3.6,4.0,4.4,4.0,3.9,3.2,4.7,3.3,25.4,22.9,0.17,2.05,4.98,1527.0,13.3,0.17,-1.85,1.73,3186.5,0.03,5.99,-4.5,-6.0,19.2,10110.0,-20.0,0.0,0.0
151,3.3,4.0,4.2,4.6,4.2,4.5,4.8,5.2,4.7,5.3,4.9,4.4,4.0,3.6,3.4,3.4,5.3,3.9,27.2,19.9,0.6,6.34,8.42,1522.0,14.4,0.13,-0.04,6.88,3179.5,0.03,4.78,7.86,6.65,37.15,10105.0,-5.0,0.0,0.0
152,3.2,4.0,4.4,4.5,4.3,4.6,4.3,4.6,4.1,4.0,4.6,4.3,4.9,5.3,4.0,4.2,5.3,3.9,27.7,18.5,0.91,4.04,10.24,1511.5,11.4,0.61,8.55,12.21,3158.0,0.12,12.6,10.57,31.75,42.95,10100.0,-5.0,0.0,0.0
153,1.7,2.6,1.1,2.1,1.5,1.7,3.1,3.4,3.4,3.6,3.8,3.1,1.5,2.4,1.9,1.6,4.0,2.5,28.7,19.7,0.81,5.0,9.47,1502.5,5.931128965801401,0.4064448119057462,6.2,2.6,3157.5,0.36,10.76,0.94,10.511050875729774,50.75,10085.0,-15.0,2.44,0.0
154,3.1,2.5,2.7,3.4,3.2,3.1,3.8,3.7,3.5,3.4,3.0,2.9,2.4,1.7,1.5,2.4,3.8,2.9,22.9,18.7,0.82,6.66,1.12,1513.5,9.5,0.83,13.28,5.32,3156.5,0.73,23.36,0.85,40.05,51.75,10105.0,20.0,0.0,0.0
155,2.7,3.4,3.7,3.6,2.6,2.2,2.5,3.3,3.5,3.8,4.2,4.3,4.7,3.4,3.4,2.6,4.7,3.1,22.5,16.6,0.67,1.58,-2.07,1569.5,7.9,0.11,3.55,-6.14,3199.0,0.03,14.64,-6.93,4.8,42.4,10200.0,95.0,0.0,0.0
156,3.8,4.9,4.7,5.1,5.0,5.3,5.8,5.2,5.1,5.5,5.2,5.0,4.4,4.5,3.5,3.8,5.8,4.5,25.7,17.8,0.39,-1.55,10.63,1568.0,10.0,0.13,-0.49,1.22,3207.0,0.06,7.31,-1.27,2.4,35.2,10180.0,-20.0,0.0,0.0
157,3.4,3.5,4.4,4.0,4.9,5.0,5.1,4.4,4.3,4.7,4.1,4.4,4.4,3.8,3.9,3.7,5.1,4.0,27.6,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.0,0.0
158,2.2,3.8,4.1,4.7,5.3,5.1,4.6,4.0,3.2,2.3,3.9,1.0,1.5,2.4,1.1,0.0,5.3,2.8,27.6,24.1,0.41,6.52,3.3,1484.5,11.5,0.61,11.85,-2.2,3149.0,0.15,20.41,-2.28,31.65,44.8,10055.0,-55.0,1.04,0.0
159,0.3,1.5,1.8,2.5,2.7,3.3,3.8,3.3,3.7,3.9,4.4,4.7,4.2,4.0,2.7,2.3,4.7,2.4,25.6,22.3,0.49,6.26,5.63,1497.5,11.2,0.35,13.28,2.86,3152.5,0.23,19.01,4.67,25.4,48.7,10075.0,20.0,0.0,0.0
160,3.0,4.5,5.1,5.8,5.4,5.6,5.5,5.6,5.1,5.1,5.3,4.7,4.1,3.5,3.4,4.5,5.8,4.4,27.2,21.0,0.35,3.03,7.41,1543.0,12.4,0.2,6.53,2.23,3201.5,0.12,9.49,0.34,7.5,36.5,10130.0,55.0,0.0,0.0
161,4.1,4.4,4.2,3.9,3.0,3.8,4.5,4.1,4.7,4.8,4.9,5.2,4.9,4.2,4.3,3.8,5.2,4.0,28.6,19.1,0.77,3.33,12.41,1565.5,14.2,0.09,2.25,7.03,3222.5,0.53,4.75,1.55,10.1,48.2,10155.0,25.0,0.0,0.0
162,3.4,3.6,3.5,3.9,4.7,4.6,4.7,4.8,4.5,4.0,4.2,4.5,4.5,4.3,4.2,3.8,4.8,3.7,28.9,19.9,0.71,5.08,8.23,1570.5,12.3,0.23,4.69,4.99,3220.5,0.25,5.75,0.58,20.25,49.25,10160.0,5.0,0.0,0.0
163,3.4,2.9,3.8,3.7,4.2,4.0,3.9,4.0,3.8,4.0,3.8,4.7,4.4,4.3,4.1,3.4,4.7,3.4,27.2,21.3,0.48,2.13,6.42,1556.0,11.1,0.27,2.84,1.99,3208.0,0.71,3.09,-2.99,23.1,50.1,10140.0,-20.0,0.0,0.0
164,2.2,2.6,3.2,3.9,3.6,3.7,3.6,3.0,2.5,3.0,5.1,4.5,4.2,3.7,3.5,3.1,5.1,3.0,26.5,13.575297741273102,0.5773198847262248,2.1364868309260827,1.662463891248938,1531.4942599425995,5.931128965801401,0.4064448119057462,5.459633992427429,0.9940008413967186,3145.420501232539,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10164.19844198442,-0.11994949494949494,0.0,0.0
165,1.9,2.8,2.6,2.0,2.1,1.8,2.5,4.0,4.7,4.4,4.5,3.8,3.6,3.4,2.8,2.1,4.7,2.5,27.0,19.9,0.43,-1.68,5.65,1576.5,10.2,0.33,-5.84,-1.01,3224.5,0.05,-3.99,-3.46,19.3,42.8,10170.0,-0.11994949494949494,0.0,0.0
166,1.2,3.0,3.4,3.1,3.0,2.6,2.0,2.9,2.0,3.0,0.9,2.6,3.5,2.5,2.5,2.3,3.5,2.1,26.2,19.1,0.45,-3.01,3.33,1585.0,8.6,0.42,-4.15,4.53,3220.0,0.16,-5.12,6.42,22.6,43.5,10180.0,10.0,1.85,0.0
